,Gene.ID,log2FoldChange,padj,Condition,Gene.Name,gbkey,locus_tag,old_locus_tag,Biotype
13114,SO_RS22040,0.2506622,0.709578,SBM_05_logFC,SO_RS22040,Gene,SO_RS22040,SO_4739,protein_coding
13115,SO_RS22090,0.3187847,0.709578,SBM_05_logFC,atpH,Gene,SO_RS22090,SO_4750,protein_coding
13116,SO_RS22120,0.1562338,0.709578,SBM_05_logFC,SO_RS22120,Gene,SO_RS22120,SO_4756,protein_coding
13117,SO_RS22315,-0.208537,0.709578,SBM_05_logFC,SO_RS22315,Gene,SO_RS22315,SO_A0040,protein_coding
13118,SO_RS22450,0.1697377,0.709578,SBM_05_logFC,SO_RS22450,Gene,SO_RS22450,SO_A0070,protein_coding
13119,SO_RS22535,-0.1723022,0.709578,SBM_05_logFC,SO_RS22535,Gene,SO_RS22535,SO_A0086,protein_coding
13120,SO_RS22840,-0.2646992,0.709578,SBM_05_logFC,SO_RS22840,Gene,SO_RS22840,SO_A0153,protein_coding
13121,SO_RS22850,-0.4625055,0.709578,SBM_05_logFC,SO_RS22850,Gene,SO_RS22850,SO_A0155,protein_coding
13122,SO_RS23035,0.8864615,0.709578,SBM_05_logFC,Lambda_58,Gene,SO_RS23035,SO_2999,protein_coding
13123,SO_RSnc012,-0.2516707,0.709578,SBM_05_logFC,intergenic,,SO_RSnc012,,ncRNA
13124,SO_RSnc024,-0.1907547,0.709578,SBM_05_logFC,leader-like,,SO_RSnc024,,ncRNA
13125,SO_RSnc044,-0.1592547,0.709578,SBM_05_logFC,intergenic,,SO_RSnc044,,ncRNA
13126,SO_RS01375,-0.1316041,0.713962,SBM_05_logFC,SO_RS01375,Gene,SO_RS01375,SO_0285,protein_coding
13127,SO_RS03900,0.1407131,0.713962,SBM_05_logFC,SO_RS03900,Gene,SO_RS03900,SO_0830,protein_coding
13128,SO_RS04255,-0.2680332,0.713962,SBM_05_logFC,SO_RS04255,Gene,SO_RS04255,SO_0909,protein_coding
13129,SO_RS04545,0.2162743,0.713962,SBM_05_logFC,SO_RS04545,Gene,SO_RS04545,SO_0968,protein_coding
13130,SO_RS05870,-0.2705359,0.713962,SBM_05_logFC,SO_RS05870,Gene,SO_RS05870,SO_1265,protein_coding
13131,SO_RS09720,-0.1045231,0.713962,SBM_05_logFC,SO_RS09720,Gene,SO_RS09720,SO_2113,protein_coding
13132,SO_RS10315,0.1814881,0.713962,SBM_05_logFC,SO_RS10315,Gene,SO_RS10315,SO_2248,protein_coding
13133,SO_RS13915,0.4101308,0.713962,SBM_05_logFC,Lambda_59,Gene,SO_RS13915,SO_3000,protein_coding
13134,SO_RS16730,-0.101675,0.713962,SBM_05_logFC,SO_RS16730,Gene,SO_RS16730,SO_3580,protein_coding
13135,SO_RS17455,0.1744782,0.713962,SBM_05_logFC,SO_RS17455,Gene,SO_RS17455,SO_3748,protein_coding
13136,SO_RS20065,-0.1021998,0.713962,SBM_05_logFC,SO_RS20065,Gene,SO_RS20065,SO_4323,protein_coding
13137,SO_RS20550,0.1335724,0.713962,SBM_05_logFC,SO_RS20550,Gene,SO_RS20550,SO_4428,protein_coding
13138,SO_RS22935,-0.1443763,0.713962,SBM_05_logFC,SO_RS22935,Gene,SO_RS22935,SO_A0172,protein_coding
13139,SO_RS14220,-0.19563,0.7140813,SBM_05_logFC,SO_RS14220,Gene,SO_RS14220,SO_3065,protein_coding
13140,SO_RS15800,-0.2802599,0.7149819,SBM_05_logFC,SO_RS15800,Gene,SO_RS15800,SO_3385,protein_coding
13141,SO_RS03720,-0.2039832,0.7150051,SBM_05_logFC,SO_RS03720,Gene,SO_RS03720,SO_0788,protein_coding
13142,SO_RS08730,-0.1749115,0.7150051,SBM_05_logFC,SO_RS08730,Gene,SO_RS08730,SO_1888,protein_coding
13143,SO_RS14695,0.2272447,0.7150051,SBM_05_logFC,SO_RS14695,Gene,SO_RS14695,SO_3154,protein_coding
13144,SO_RS20225,-0.2264876,0.7150051,SBM_05_logFC,SO_RS20225,Gene,SO_RS20225,SO_4355,protein_coding
13145,SO_RS22735,-0.1511307,0.7153996,SBM_05_logFC,SO_RS22735,Gene,SO_RS22735,SO_A0131,protein_coding
13146,SO_RS14170,0.1835871,0.7154341,SBM_05_logFC,SO_RS14170,Gene,SO_RS14170,SO_3055,protein_coding
13147,SO_RS08060,0.2912935,0.7216527,SBM_05_logFC,SO_RS08060,Gene,SO_RS08060,SO_1758,protein_coding
13148,SO_RS19365,-0.1569133,0.7216527,SBM_05_logFC,SO_RS19365,Gene,SO_RS19365,SO_4180,protein_coding
13149,SO_RS21330,-0.1520816,0.723078,SBM_05_logFC,SO_RS21330,Gene,SO_RS21330,SO_4591,protein_coding
13150,SO_RS12700,0.2020302,0.7249277,SBM_05_logFC,SO_RS12700,Gene,SO_RS12700,SO_t060,tRNA
13151,SO_RS08845,0.1454631,0.7252543,SBM_05_logFC,SO_RS08845,Gene,SO_RS08845,SO_1915,protein_coding
13152,SO_RS16540,-0.1514999,0.7252543,SBM_05_logFC,yaaA,Gene,SO_RS16540,SO_3540,protein_coding
13153,SO_RS15085,-0.1395886,0.7255693,SBM_05_logFC,fliS,Gene,SO_RS15085,SO_3233,protein_coding
13154,SO_RS08290,-0.1530897,0.7261306,SBM_05_logFC,SO_RS08290,Gene,SO_RS08290,SO_1804,protein_coding
13155,SO_RS12500,0.2087103,0.7261306,SBM_05_logFC,Mu2_54,Gene,SO_RS12500,SO_2707,protein_coding
13156,SO_RS19430,-0.1226709,0.7261306,SBM_05_logFC,rraA,Gene,SO_RS19430,SO_4197,protein_coding
13157,SO_RS22105,0.2424568,0.7261306,SBM_05_logFC,atpB,Gene,SO_RS22105,SO_4753,protein_coding
13158,SO_RS12765,-0.1036591,0.7265681,SBM_05_logFC,SO_RS12765,Gene,SO_RS12765,SO_2756,protein_coding
13159,SO_RS00085,0.1467903,0.7277253,SBM_05_logFC,SO_RS00085,Gene,SO_RS00085,SO_0017,protein_coding
13160,SO_RS00375,-0.1740849,0.7277253,SBM_05_logFC,SO_RS00375,Gene,SO_RS00375,SO_0074,protein_coding
13161,SO_RS00510,0.5449347,0.7277253,SBM_05_logFC,SO_RS00510,Gene,SO_RS00510,SO_0105,protein_coding
13162,SO_RS05415,0.1560578,0.7277253,SBM_05_logFC,SO_RS05415,Gene,SO_RS05415,SO_1173,protein_coding
13163,SO_RS07355,0.1386353,0.7277253,SBM_05_logFC,SO_RS07355,Gene,SO_RS07355,SO_1589,protein_coding
13164,SO_RS10780,0.202761,0.7277253,SBM_05_logFC,SO_RS10780,Gene,SO_RS10780,SO_2350,protein_coding
13165,SO_RS11360,0.1897963,0.7277253,SBM_05_logFC,SO_RS11360,Gene,SO_RS11360,SO_2476,protein_coding
13166,SO_RS17565,0.1081291,0.7277253,SBM_05_logFC,SO_RS17565,Gene,SO_RS17565,SO_3769,protein_coding
13167,SO_RS17920,0.2807126,0.7277253,SBM_05_logFC,SO_RS17920,Gene,SO_RS17920,SO_3848,protein_coding
13168,SO_RS22890,-0.2191418,0.7277253,SBM_05_logFC,SO_RS22890,Gene,SO_RS22890,SO_A0186,protein_coding
13169,SO_RS10215,0.1357709,0.7291813,SBM_05_logFC,SO_RS10215,Gene,SO_RS10215,SO_2222,protein_coding
13170,SO_RS00210,0.1699492,0.7310098,SBM_05_logFC,SO_RS00210,Gene,SO_RS00210,SO_0042,protein_coding
13171,SO_RS00890,0.3206558,0.7310098,SBM_05_logFC,SO_RS00890,Gene,SO_RS00890,SO_0192,protein_coding
13172,SO_RS01015,-0.1803201,0.7310098,SBM_05_logFC,SO_RS01015,Gene,SO_RS01015,SO_t006,tRNA
13173,SO_RS02055,-0.1093783,0.7310098,SBM_05_logFC,SO_RS02055,Gene,SO_RS02055,SO_0427,protein_coding
13174,SO_RS02335,-0.2802953,0.7310098,SBM_05_logFC,SO_RS02335,Gene,SO_RS02335,SO_0488,protein_coding
13175,SO_RS03525,0.1876375,0.7310098,SBM_05_logFC,SO_RS03525,Gene,SO_RS03525,SO_0747,protein_coding
13176,SO_RS04040,0.1069049,0.7310098,SBM_05_logFC,ygfZ,Gene,SO_RS04040,SO_0861,protein_coding
13177,SO_RS05170,0.1237576,0.7310098,SBM_05_logFC,SO_RS05170,Gene,SO_RS05170,SO_1117,protein_coding
13178,SO_RS05505,-0.2629638,0.7310098,SBM_05_logFC,SO_RS05505,Gene,SO_RS05505,SO_t019,tRNA
13179,SO_RS05910,-0.3106907,0.7310098,SBM_05_logFC,SO_RS05910,Gene,SO_RS05910,SO_1274,protein_coding
13180,SO_RS07135,0.1104546,0.7310098,SBM_05_logFC,rlmM,Gene,SO_RS07135,SO_1536,protein_coding
13181,SO_RS07485,0.1567891,0.7310098,SBM_05_logFC,truC,Gene,SO_RS07485,SO_1620,protein_coding
13182,SO_RS07615,-0.2269709,0.7310098,SBM_05_logFC,SO_RS07615,Gene,SO_RS07615,SO_1648,protein_coding
13183,SO_RS07645,0.1743119,0.7310098,SBM_05_logFC,mak,Gene,SO_RS07645,SO_1656,protein_coding
13184,SO_RS08245,0.09205782,0.7310098,SBM_05_logFC,clpX,Gene,SO_RS08245,SO_1795,protein_coding
13185,SO_RS09120,-0.1972434,0.7310098,SBM_05_logFC,SO_RS09120,Gene,SO_RS09120,,protein_coding
13186,SO_RS09385,0.2584175,0.7310098,SBM_05_logFC,SO_RS09385,Gene,SO_RS09385,SO_2037,protein_coding
13187,SO_RS11715,-0.2305558,0.7310098,SBM_05_logFC,SO_RS11715,Gene,SO_RS11715,SO_2545,protein_coding
13188,SO_RS11815,-0.1401154,0.7310098,SBM_05_logFC,SO_RS11815,Gene,SO_RS11815,SO_2565,protein_coding
13189,SO_RS13170,0.2523741,0.7310098,SBM_05_logFC,SO_RS13170,Gene,SO_RS13170,SO_2844,protein_coding
13190,SO_RS13355,-0.1561777,0.7310098,SBM_05_logFC,sodB,Gene,SO_RS13355,SO_2881,protein_coding
13191,SO_RS15035,-0.1561504,0.7310098,SBM_05_logFC,SO_RS15035,Gene,SO_RS15035,SO_3223,protein_coding
13192,SO_RS16020,0.1100643,0.7310098,SBM_05_logFC,alaS,Gene,SO_RS16020,SO_3428,protein_coding
13193,SO_RS18540,-0.2053894,0.7310098,SBM_05_logFC,SO_RS18540,Gene,SO_RS18540,SO_3985,protein_coding
13194,SO_RS19045,-0.121927,0.7310098,SBM_05_logFC,SO_RS19045,Gene,SO_RS19045,SO_4108,protein_coding
13195,SO_RS19485,0.2152134,0.7310098,SBM_05_logFC,hemB,Gene,SO_RS19485,SO_4208,protein_coding
13196,SO_RS19855,-0.137393,0.7310098,SBM_05_logFC,SO_RS19855,Gene,SO_RS19855,SO_4283,protein_coding
13197,SO_RS19985,-0.1157184,0.7310098,SBM_05_logFC,cyaY,Gene,SO_RS19985,SO_4311,protein_coding
13198,SO_RS19995,0.1919852,0.7310098,SBM_05_logFC,hemC,Gene,SO_RS19995,SO_4313,protein_coding
13199,SO_RS21090,-0.1377063,0.7310098,SBM_05_logFC,SO_RS21090,Gene,SO_RS21090,SO_4539,protein_coding
13200,SO_RS21845,0.3971957,0.7310098,SBM_05_logFC,SO_RS21845,Gene,SO_RS21845,SO_4700,protein_coding
13201,SO_RS21920,-0.4435295,0.7310098,SBM_05_logFC,SO_RS21920,Gene,SO_RS21920,SO_4716,protein_coding
13202,SO_RSnc036,-0.239172,0.7310098,SBM_05_logFC,antisense,,SO_RSnc036,,ncRNA
13203,SO_RS20475,0.1243605,0.7391178,SBM_05_logFC,glnA,Gene,SO_RS20475,SO_4410,protein_coding
13204,SO_RS05640,0.09638253,0.7425327,SBM_05_logFC,nlpI,Gene,SO_RS05640,SO_1210,protein_coding
13205,SO_RS06225,-0.2342316,0.7425327,SBM_05_logFC,rpoE,Gene,SO_RS06225,SO_1342,protein_coding
13206,SO_RS14080,0.1791826,0.7425327,SBM_05_logFC,xthA,Gene,SO_RS14080,SO_3037,protein_coding
13207,SO_RS16310,-0.197102,0.7425327,SBM_05_logFC,SO_RS16310,Gene,SO_RS16310,SO_3490,protein_coding
13208,SO_RS17840,-0.2300365,0.7425327,SBM_05_logFC,SO_RS17840,Gene,SO_RS17840,SO_3830,protein_coding
13209,SO_RS19765,-0.1493532,0.7425327,SBM_05_logFC,SO_RS19765,Gene,SO_RS19765,SO_4262,protein_coding
13210,SO_RS23070,0.1653407,0.7425327,SBM_05_logFC,SO_RS23070,Gene,SO_RS23070,SO_4317,protein_coding
13211,SO_RS14140,0.1584916,0.7441138,SBM_05_logFC,SO_RS14140,Gene,SO_RS14140,SO_3048,protein_coding
13212,SO_RS18640,-0.1147578,0.7441138,SBM_05_logFC,SO_RS18640,Gene,SO_RS18640,SO_4011,protein_coding
13213,SO_RS10270,-0.1102214,0.744487,SBM_05_logFC,crr,Gene,SO_RS10270,SO_2236,protein_coding
13214,SO_RS14375,0.3150279,0.744487,SBM_05_logFC,SO_RS14375,Gene,SO_RS14375,SO_3099,protein_coding
13215,SO_RS14910,-0.1197597,0.744487,SBM_05_logFC,SO_RS14910,Gene,SO_RS14910,SO_3196,protein_coding
13216,SO_RS17325,-0.1581375,0.744487,SBM_05_logFC,SO_RS17325,Gene,SO_RS17325,SO_3716,protein_coding
13217,SO_RS22775,-0.1328561,0.744487,SBM_05_logFC,SO_RS22775,Gene,SO_RS22775,SO_A0139,protein_coding
13218,SO_RS06110,-0.2326131,0.7450089,SBM_05_logFC,SO_RS06110,Gene,SO_RS06110,SO_1318,protein_coding
13219,SO_RS10060,0.1833485,0.7450089,SBM_05_logFC,yegD,Gene,SO_RS10060,SO_2189,protein_coding
13220,SO_RS01565,0.1236317,0.7458797,SBM_05_logFC,SO_RS01565,Gene,SO_RS01565,SO_0326,protein_coding
13221,SO_RS14990,-0.1212392,0.7465659,SBM_05_logFC,flhA,Gene,SO_RS14990,SO_3213,protein_coding
13222,SO_RS16220,0.1068305,0.7465659,SBM_05_logFC,ribD,Gene,SO_RS16220,SO_3469,protein_coding
13223,SO_RS20620,-0.1497491,0.7467265,SBM_05_logFC,SO_RS20620,Gene,SO_RS20620,SO_4444,protein_coding
13224,SO_RS11065,0.1394322,0.7469713,SBM_05_logFC,SO_RS11065,Gene,SO_RS11065,SO_2413,protein_coding
13225,SO_RS04285,-0.1397438,0.7469848,SBM_05_logFC,SO_RS04285,Gene,SO_RS04285,SO_0914,protein_coding
13226,SO_RS06150,-0.1485848,0.7469848,SBM_05_logFC,SO_RS06150,Gene,SO_RS06150,SO_1327,protein_coding
13227,SO_RS00640,-0.180855,0.748216,SBM_05_logFC,rlmF,Gene,SO_RS00640,SO_0134,protein_coding
13228,SO_RS11870,-0.1131344,0.748216,SBM_05_logFC,minE,Gene,SO_RS11870,SO_2578,protein_coding
13229,SO_RS05295,0.1249958,0.7485303,SBM_05_logFC,SO_RS05295,Gene,SO_RS05295,SO_1149,protein_coding
13230,SO_RS07335,0.2531124,0.7485303,SBM_05_logFC,SO_RS07335,Gene,SO_RS07335,SO_1585,protein_coding
13231,SO_RS10730,0.1645029,0.7485303,SBM_05_logFC,SO_RS10730,Gene,SO_RS10730,SO_2340,protein_coding
13232,SO_RS14985,-0.1116291,0.7485303,SBM_05_logFC,flhF,Gene,SO_RS14985,SO_3212,protein_coding
13233,SO_RS17645,0.2045997,0.7485303,SBM_05_logFC,SO_RS17645,Gene,SO_RS17645,SO_3789,protein_coding
13234,SO_RS21630,0.1775473,0.7485303,SBM_05_logFC,SO_RS21630,Gene,SO_RS21630,SO_4655,protein_coding
13235,SO_RS22035,0.1669619,0.7485303,SBM_05_logFC,SO_RS22035,Gene,SO_RS22035,SO_4738,protein_coding
13236,SO_RS01730,0.1835542,0.7510764,SBM_05_logFC,gmk,Gene,SO_RS01730,SO_0361,protein_coding
13237,SO_RS02930,-0.1834402,0.7510764,SBM_05_logFC,SO_RS02930,Gene,SO_RS02930,SO_0616,protein_coding
13238,SO_RS19800,-0.1682165,0.751086,SBM_05_logFC,SO_RS19800,Gene,SO_RS19800,SO_4270,protein_coding
13239,SO_RS01240,-0.1761431,0.7528422,SBM_05_logFC,ccmE,Gene,SO_RS01240,SO_0259,protein_coding
13240,SO_RS03600,0.1768803,0.7528422,SBM_05_logFC,SO_RS03600,Gene,SO_RS03600,SO_0766,protein_coding
13241,SO_RS06405,0.2472402,0.7528422,SBM_05_logFC,SO_RS06405,Gene,SO_RS06405,SO_1378,protein_coding
13242,SO_RS07700,0.1523375,0.7528422,SBM_05_logFC,tyrR,Gene,SO_RS07700,SO_1669,protein_coding
13243,SO_RS10800,0.2494129,0.7528422,SBM_05_logFC,ttcA,Gene,SO_RS10800,SO_2354,protein_coding
13244,SO_RS11195,0.3379339,0.7528422,SBM_05_logFC,thiH,Gene,SO_RS11195,SO_2440,protein_coding
13245,SO_RS16920,-0.1977872,0.7528422,SBM_05_logFC,SO_RS16920,Gene,SO_RS16920,,protein_coding
13246,SO_RS17400,0.1849957,0.7528422,SBM_05_logFC,SO_RS17400,Gene,SO_RS17400,SO_3736,protein_coding
13247,SO_RS22155,-0.1051517,0.7528422,SBM_05_logFC,SO_RS22155,Gene,SO_RS22155,SO_A0004,protein_coding
13248,SO_RS10825,0.1153895,0.7531395,SBM_05_logFC,cadA,Gene,SO_RS10825,SO_2359,protein_coding
13249,SO_RS04170,0.241177,0.754781,SBM_05_logFC,aguA,Gene,SO_RS04170,SO_0887,protein_coding
13250,SO_RS04515,0.1858236,0.7563301,SBM_05_logFC,SO_RS04515,Gene,SO_RS04515,SO_0961,protein_coding
13251,SO_RS11390,0.1219598,0.7563301,SBM_05_logFC,SO_RS11390,Gene,SO_RS11390,SO_2483,protein_coding
13252,SO_RS14135,-0.1933975,0.7563301,SBM_05_logFC,SO_RS14135,Gene,SO_RS14135,SO_3047,protein_coding
13253,SO_RS14310,-0.1201687,0.7563301,SBM_05_logFC,SO_RS14310,Gene,SO_RS14310,SO_3084,protein_coding
13254,SO_RS15640,0.1463035,0.7563301,SBM_05_logFC,SO_RS15640,Gene,SO_RS15640,SO_3355,protein_coding
13255,SO_RS16210,0.1126172,0.7563301,SBM_05_logFC,SO_RS16210,Gene,SO_RS16210,SO_3467,protein_coding
13256,SO_RS16575,0.1319498,0.7563301,SBM_05_logFC,pgi,Gene,SO_RS16575,SO_3547,protein_coding
13257,SO_RS19425,-0.2746289,0.7563301,SBM_05_logFC,SO_RS19425,Gene,SO_RS19425,SO_4196,protein_coding
13258,SO_RS16285,0.2438295,0.7583908,SBM_05_logFC,SO_RS16285,Gene,SO_RS16285,SO_3483,protein_coding
13259,SO_RS00260,0.1070543,0.7605017,SBM_05_logFC,SO_RS00260,Gene,SO_RS00260,SO_0049,protein_coding
13260,SO_RS00660,0.1900147,0.7605017,SBM_05_logFC,SO_RS00660,Gene,SO_RS00660,SO_0138,protein_coding
13261,SO_RS04765,0.1414577,0.7605017,SBM_05_logFC,SO_RS04765,Gene,SO_RS04765,SO_1020,protein_coding
13262,SO_RS07195,-0.06658356,0.7605017,SBM_05_logFC,SO_RS07195,Gene,SO_RS07195,SO_1551,protein_coding
13263,SO_RS10700,0.217206,0.7605017,SBM_05_logFC,SO_RS10700,Gene,SO_RS10700,SO_2333,protein_coding
13264,SO_RS12020,-0.1417107,0.7605017,SBM_05_logFC,rsmF,Gene,SO_RS12020,SO_2609,protein_coding
13265,SO_RS14385,0.1179801,0.7605017,SBM_05_logFC,SO_RS14385,Gene,SO_RS14385,SO_3101,protein_coding
13266,SO_RS14490,-0.1173967,0.7605017,SBM_05_logFC,sstT,Gene,SO_RS14490,SO_3122,protein_coding
13267,SO_RS16010,-0.1547242,0.7605017,SBM_05_logFC,csrA,Gene,SO_RS16010,SO_3426,protein_coding
13268,SO_RS17275,-0.5022448,0.7605017,SBM_05_logFC,SO_RS17275,Gene,SO_RS17275,SO_3704,protein_coding
13269,SO_RS18885,-0.1341431,0.7605017,SBM_05_logFC,SO_RS18885,Gene,SO_RS18885,SO_4068,protein_coding
13270,SO_RS19450,-0.0933753,0.7605017,SBM_05_logFC,ubiB,Gene,SO_RS19450,SO_4201,protein_coding
13271,SO_RS03805,-0.1184062,0.7615822,SBM_05_logFC,SO_RS03805,Gene,SO_RS03805,SO_0808,protein_coding
13272,SO_RS04050,-0.1546872,0.7615822,SBM_05_logFC,SO_RS04050,Gene,SO_RS04050,SO_0863,protein_coding
13273,SO_RS14045,-0.5278532,0.7615822,SBM_05_logFC,SO_RS14045,Gene,SO_RS14045,SO_3030,protein_coding
13274,SO_RS14090,-0.228062,0.7615822,SBM_05_logFC,SO_RS14090,Gene,SO_RS14090,SO_4797,protein_coding
13275,SO_RS14575,0.1436837,0.7615822,SBM_05_logFC,SO_RS14575,Gene,SO_RS14575,SO_t074,tRNA
13276,SO_RS01865,0.1706793,0.762603,SBM_05_logFC,SO_RS01865,Gene,SO_RS01865,SO_0389,protein_coding
13277,SO_RS05000,-0.1829956,0.762603,SBM_05_logFC,SO_RS05000,Gene,SO_RS05000,SO_1077,protein_coding
13278,SO_RS06065,0.1156249,0.762603,SBM_05_logFC,SO_RS06065,Gene,SO_RS06065,SO_1306,protein_coding
13279,SO_RS08190,-0.2095615,0.762603,SBM_05_logFC,SO_RS08190,Gene,SO_RS08190,SO_1787,protein_coding
13280,SO_RS14485,0.1292845,0.762603,SBM_05_logFC,SO_RS14485,Gene,SO_RS14485,SO_3121,protein_coding
13281,SO_RS01835,0.1496599,0.7631682,SBM_05_logFC,SO_RS01835,Gene,SO_RS01835,SO_0383,protein_coding
13282,SO_RS09080,-0.2099003,0.7631682,SBM_05_logFC,SO_RS09080,Gene,SO_RS09080,SO_1965,protein_coding
13283,SO_RS12005,-0.1440302,0.7631682,SBM_05_logFC,SO_RS12005,Gene,SO_RS12005,SO_2605,protein_coding
13284,SO_RS13420,-0.1349157,0.7642855,SBM_05_logFC,pdxH,Gene,SO_RS13420,SO_2895,protein_coding
13285,SO_RS13340,-0.08468505,0.7655663,SBM_05_logFC,SO_RS13340,Gene,SO_RS13340,SO_2878,protein_coding
13286,SO_RS10900,-0.1678521,0.7671673,SBM_05_logFC,tusD,Gene,SO_RS10900,SO_2376,protein_coding
13287,SO_RS09585,0.2012001,0.767292,SBM_05_logFC,pheS,Gene,SO_RS09585,SO_2085,protein_coding
13288,SO_RS00110,-0.0841176,0.7719241,SBM_05_logFC,pepQ,Gene,SO_RS00110,SO_0022,protein_coding
13289,SO_RS00125,-0.1611719,0.7719241,SBM_05_logFC,hemG,Gene,SO_RS00125,SO_0025,protein_coding
13290,SO_RS00695,-0.1693369,0.7719241,SBM_05_logFC,SO_RS00695,Gene,SO_RS00695,SO_0147,protein_coding
13291,SO_RS01065,0.3201621,0.7719241,SBM_05_logFC,rpoB,Gene,SO_RS01065,SO_0224,protein_coding
13292,SO_RS01070,0.338849,0.7719241,SBM_05_logFC,rpoC,Gene,SO_RS01070,SO_0225,protein_coding
13293,SO_RS01310,0.1556643,0.7719241,SBM_05_logFC,SO_RS01310,Gene,SO_RS01310,SO_0272,protein_coding
13294,SO_RS01340,0.2310861,0.7719241,SBM_05_logFC,SO_RS01340,Gene,SO_RS01340,SO_0278,protein_coding
13295,SO_RS01740,-0.1595997,0.7719241,SBM_05_logFC,SO_RS01740,Gene,SO_RS01740,SO_0363,protein_coding
13296,SO_RS01800,-0.2702512,0.7719241,SBM_05_logFC,SO_RS01800,Gene,SO_RS01800,,protein_coding
13297,SO_RS02040,0.1881712,0.7719241,SBM_05_logFC,aceE,Gene,SO_RS02040,SO_0424,protein_coding
13298,SO_RS02340,-0.1396862,0.7719241,SBM_05_logFC,SO_RS02340,Gene,SO_RS02340,SO_0490,protein_coding
13299,SO_RS03190,-0.1629278,0.7719241,SBM_05_logFC,Mu1_31,Gene,SO_RS03190,SO_0672,protein_coding
13300,SO_RS03615,-0.242535,0.7719241,SBM_05_logFC,SO_RS03615,Gene,SO_RS03615,SO_0768,protein_coding
13301,SO_RS03765,0.4594393,0.7719241,SBM_05_logFC,SO_RS03765,Gene,SO_RS03765,SO_0798,protein_coding
13302,SO_RS04855,0.151409,0.7719241,SBM_05_logFC,SO_RS04855,Gene,SO_RS04855,SO_1043,protein_coding
13303,SO_RS05035,-0.2079378,0.7719241,SBM_05_logFC,SO_RS05035,Gene,SO_RS05035,SO_1087,protein_coding
13304,SO_RS05220,-0.1664497,0.7719241,SBM_05_logFC,SO_RS05220,Gene,SO_RS05220,,protein_coding
13305,SO_RS06100,0.2022062,0.7719241,SBM_05_logFC,SO_RS06100,Gene,SO_RS06100,SO_1315,protein_coding
13306,SO_RS06280,0.1159761,0.7719241,SBM_05_logFC,SO_RS06280,Gene,SO_RS06280,SO_1353,protein_coding
13307,SO_RS07435,0.1636194,0.7719241,SBM_05_logFC,SO_RS07435,Gene,SO_RS07435,SO_1610,protein_coding
13308,SO_RS07660,0.1173627,0.7719241,SBM_05_logFC,SO_RS07660,Gene,SO_RS07660,SO_1659,protein_coding
13309,SO_RS08150,0.1625573,0.7719241,SBM_05_logFC,SO_RS08150,Gene,SO_RS08150,SO_1778,protein_coding
13310,SO_RS08490,0.2348863,0.7719241,SBM_05_logFC,SO_RS08490,Gene,SO_RS08490,SO_1848,protein_coding
13311,SO_RS08495,0.2002069,0.7719241,SBM_05_logFC,SO_RS08495,Gene,SO_RS08495,SO_1849,protein_coding
13312,SO_RS09190,-0.1058635,0.7719241,SBM_05_logFC,SO_RS09190,Gene,SO_RS09190,SO_1989,protein_coding
13313,SO_RS09235,-0.2221973,0.7719241,SBM_05_logFC,SO_RS09235,Gene,SO_RS09235,SO_2002,protein_coding
13314,SO_RS09695,0.05340499,0.7719241,SBM_05_logFC,mdoH,Gene,SO_RS09695,SO_2108,protein_coding
13315,SO_RS10220,0.2036991,0.7719241,SBM_05_logFC,SO_RS10220,Gene,SO_RS10220,SO_2223,protein_coding
13316,SO_RS11705,-0.1756433,0.7719241,SBM_05_logFC,SO_RS11705,Gene,SO_RS11705,SO_2543,protein_coding
13317,SO_RS11950,-0.1283635,0.7719241,SBM_05_logFC,SO_RS11950,Gene,SO_RS11950,SO_2594,protein_coding
13318,SO_RS12260,0.4925268,0.7719241,SBM_05_logFC,Mu2_9,Gene,SO_RS12260,SO_2660,protein_coding
13319,SO_RS12535,0.1667515,0.7719241,SBM_05_logFC,SO_RS12535,Gene,SO_RS12535,SO_2715,protein_coding
13320,SO_RS12785,0.1534157,0.7719241,SBM_05_logFC,purM,Gene,SO_RS12785,SO_2760,protein_coding
13321,SO_RS12860,0.2663639,0.7719241,SBM_05_logFC,fabD,Gene,SO_RS12860,SO_2777,protein_coding
13322,SO_RS13130,-0.1216924,0.7719241,SBM_05_logFC,SO_RS13130,Gene,SO_RS13130,SO_2835,protein_coding
13323,SO_RS13190,-0.2729052,0.7719241,SBM_05_logFC,SO_RS13190,Gene,SO_RS13190,SO_2849,protein_coding
13324,SO_RS15005,-0.2133335,0.7719241,SBM_05_logFC,fliQ,Gene,SO_RS15005,SO_3217,protein_coding
13325,SO_RS15360,0.3456884,0.7719241,SBM_05_logFC,guaA,Gene,SO_RS15360,SO_3292,protein_coding
13326,SO_RS15365,0.2805925,0.7719241,SBM_05_logFC,guaB,Gene,SO_RS15365,SO_3293,protein_coding
13327,SO_RS15535,-0.1374276,0.7719241,SBM_05_logFC,SO_RS15535,Gene,SO_RS15535,SO_3333,protein_coding
13328,SO_RS16585,-0.1626652,0.7719241,SBM_05_logFC,SO_RS16585,Gene,SO_RS16585,SO_3549,protein_coding
13329,SO_RS16825,0.1692502,0.7719241,SBM_05_logFC,cysP,Gene,SO_RS16825,SO_3599,protein_coding
13330,SO_RS16885,-0.209725,0.7719241,SBM_05_logFC,SO_RS16885,Gene,SO_RS16885,SO_3614,protein_coding
