,Gene.ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Condition,Chrom.ID,Source,Entry.Class,Start,Stop,B1,Strand,B2,Gene.Name,gbkey,Biotype,locus_tag,old_locus_tag,X,X.1,X.2
9382,SO_RS01000,256.26,0.04348082,0.1021243,0.4257636,0.6702801,0.9097469,SBM_025_logFC,NC_004347.2,RefSeq,gene,224657,225616,.,+,.,birA,Gene,protein_coding,SO_RS01000,SO_0214,,,
9383,SO_RS01350,256.0766,-0.04978407,0.1168183,-0.4261668,0.6699863,0.9097469,SBM_025_logFC,NC_004347.2,RefSeq,gene,286053,288572,.,-,.,SO_RS01350,Gene,protein_coding,SO_RS01350,SO_0280,,,
9384,SO_RS01970,270.9483,-0.03338637,0.07836518,-0.4260358,0.6700818,0.9097469,SBM_025_logFC,NC_004347.2,RefSeq,gene,425050,425970,.,+,.,SO_RS01970,Gene,protein_coding,SO_RS01970,SO_0408,,,
9385,SO_RS06915,1377.367,0.06420851,0.1516317,0.4234506,0.6719666,0.9097469,SBM_025_logFC,NC_004347.2,RefSeq,gene,1554160,1554531,.,-,.,SO_RS06915,Gene,protein_coding,SO_RS06915,SO_1489,,,
9386,SO_RS14720,609.36,0.04062791,0.09475522,0.428767,0.6680928,0.9097469,SBM_025_logFC,NC_004347.2,RefSeq,gene,3295154,3297532,.,+,.,SO_RS14720,Gene,protein_coding,SO_RS14720,SO_3159,,,
9387,SO_RS17535,148.7157,-0.03426773,0.08140097,-0.4209745,0.6737737,0.9097469,SBM_025_logFC,NC_004347.2,RefSeq,gene,3912388,3914112,.,+,.,SO_RS17535,Gene,protein_coding,SO_RS17535,SO_3763,,,
9388,SO_RS18120,183.8154,-0.05681187,0.1334707,-0.4256504,0.6703626,0.9097469,SBM_025_logFC,NC_004347.2,RefSeq,gene,4037752,4038363,.,-,.,SO_RS18120,Gene,protein_coding,SO_RS18120,SO_3892,,,
9389,SO_RS18605,291.148,-0.03126003,0.0738564,-0.4232542,0.6721098,0.9097469,SBM_025_logFC,NC_004347.2,RefSeq,gene,4138693,4143681,.,-,.,SO_RS18605,Gene,protein_coding,SO_RS18605,SO_4002,,,
9390,SO_RS19115,248.6092,0.03067192,0.07147724,0.4291145,0.6678399,0.9097469,SBM_025_logFC,NC_004347.2,RefSeq,gene,4282929,4284674,.,+,.,argS,Gene,protein_coding,SO_RS19115,SO_4123,,,
9391,SO_RS22400,175.2325,0.04372877,0.1035398,0.4223376,0.6727786,0.9097469,SBM_025_logFC,NC_004349.1,RefSeq,gene,49031,49558,.,+,.,SO_RS22400,Gene,protein_coding,SO_RS22400,SO_A0060,,,
9392,SO_RS01290,249.0484,0.05448158,0.1297749,0.419816,0.6746199,0.9100659,SBM_025_logFC,NC_004347.2,RefSeq,gene,268689,269273,.,+,.,SO_RS01290,Gene,protein_coding,SO_RS01290,SO_0269,,,
9393,SO_RS01720,534.7433,0.04710449,0.1132477,0.415942,0.6774524,0.9101907,SBM_025_logFC,NC_004347.2,RefSeq,gene,368255,370360,.,-,.,spoT,Gene,protein_coding,SO_RS01720,SO_0359,,,
9394,SO_RS02865,556.8258,0.06472756,0.1568964,0.4125497,0.6799365,0.9101907,SBM_025_logFC,NC_004347.2,RefSeq,gene,628738,629664,.,+,.,miaA,Gene,protein_coding,SO_RS02865,SO_0602,,,
9395,SO_RS05130,827.7428,-0.10676,0.2595331,-0.4113541,0.6808129,0.9101907,SBM_025_logFC,NC_004347.2,RefSeq,gene,1150843,1152099,.,+,.,nqrF,Gene,protein_coding,SO_RS05130,SO_1108,,,
9396,SO_RS05660,1939.204,0.06752534,0.1627479,0.4149076,0.6782095,0.9101907,SBM_025_logFC,NC_004347.2,RefSeq,gene,1262532,1263383,.,+,.,SO_RS05660,Gene,protein_coding,SO_RS05660,SO_1215,,,
9397,SO_RS06185,145.6737,-0.03665478,0.08825515,-0.4153273,0.6779023,0.9101907,SBM_025_logFC,NC_004347.2,RefSeq,gene,1392263,1393069,.,+,.,SO_RS06185,Gene,protein_coding,SO_RS06185,SO_1334,,,
9398,SO_RS13745,346.6134,0.1151124,0.2753435,0.4180683,0.6758972,0.9101907,SBM_025_logFC,NC_004347.2,RefSeq,gene,3096756,3097946,.,-,.,Lambda_23,Gene,protein_coding,SO_RS13745,SO_2963,,,
9399,SO_RS13975,166.1731,-0.0450411,0.1079677,-0.4171719,0.6765526,0.9101907,SBM_025_logFC,NC_004347.2,RefSeq,gene,3124994,3126253,.,-,.,Lambda_71_Int,Gene,protein_coding,SO_RS13975,SO_3013,,,
9400,SO_RS15425,195.7117,0.06221291,0.150427,0.4135755,0.679185,0.9101907,SBM_025_logFC,NC_004347.2,RefSeq,gene,3458987,3460450,.,-,.,der,Gene,protein_coding,SO_RS15425,SO_3308,,,
9401,SO_RS16580,274.7298,0.04413681,0.1071019,0.4121011,0.6802653,0.9101907,SBM_025_logFC,NC_004347.2,RefSeq,gene,3705941,3706126,.,+,.,SO_RS16580,Gene,protein_coding,SO_RS16580,SO_3548,,,
9402,SO_RS16715,813.6788,0.1840235,0.445475,0.413095,0.679537,0.9101907,SBM_025_logFC,NC_004347.2,RefSeq,gene,3742479,3745052,.,-,.,clpB,Gene,protein_coding,SO_RS16715,SO_3577,,,
9403,SO_RS01190,565.1262,0.1848276,0.4547403,0.4064465,0.6844145,0.9141866,SBM_025_logFC,NC_004347.2,RefSeq,gene,254105,254287,.,+,.,rpmD,Gene,protein_coding,SO_RS01190,SO_0249,,,
9404,SO_RS01150,2253.495,-0.09722394,0.2401579,-0.4048334,0.6856,0.914951,SBM_025_logFC,NC_004347.2,RefSeq,gene,250698,251066,.,+,.,rplN,Gene,protein_coding,SO_RS01150,SO_0241,,,
9405,SO_RS08205,237.7865,-0.06179128,0.1530906,-0.4036257,0.686488,0.9153174,SBM_025_logFC,NC_004347.2,RefSeq,gene,1876621,1877115,.,-,.,SO_RS08205,Gene,protein_coding,SO_RS08205,SO_1790,,,
9406,SO_RS13340,292.7694,-0.02656507,0.06633853,-0.4004471,0.6888273,0.9159806,SBM_025_logFC,NC_004347.2,RefSeq,gene,2998247,2999329,.,-,.,SO_RS13340,Gene,protein_coding,SO_RS13340,SO_2878,,,
9407,SO_RS20165,203.273,-0.07755793,0.1934777,-0.4008623,0.6885215,0.9159806,SBM_025_logFC,NC_004347.2,RefSeq,gene,4532627,4533535,.,+,.,SO_RS20165,Gene,protein_coding,SO_RS20165,SO_4341,,,
9408,SO_RS20700,149.9924,-0.04064182,0.1014256,-0.4007059,0.6886367,0.9159806,SBM_025_logFC,NC_004347.2,RefSeq,gene,4650045,4650440,.,-,.,SO_RS20700,Gene,protein_coding,SO_RS20700,SO_4462,,,
9409,SO_RS13115,185.672,-0.04198542,0.1054591,-0.3981202,0.6905416,0.9166263,SBM_025_logFC,NC_004347.2,RefSeq,gene,2949874,2950230,.,-,.,SO_RS13115,Gene,protein_coding,SO_RS13115,SO_2832,,,
9410,SO_RS16480,235.3081,0.03977618,0.09972195,0.3988708,0.6899884,0.9166263,SBM_025_logFC,NC_004347.2,RefSeq,gene,3681691,3682152,.,-,.,SO_RS16480,Gene,protein_coding,SO_RS16480,SO_3526,,,
9411,SO_RS01625,248.0747,-0.03875365,0.09857851,-0.3931247,0.6942274,0.9206998,SBM_025_logFC,NC_004347.2,RefSeq,gene,340328,341419,.,+,.,SO_RS01625,Gene,protein_coding,SO_RS01625,SO_0340,,,
9412,SO_RS21640,268.7597,0.03328868,0.08485798,0.3922869,0.6948462,0.9207021,SBM_025_logFC,NC_004347.2,RefSeq,gene,4852483,4856103,.,-,.,SO_RS21640,Gene,protein_coding,SO_RS21640,SO_4657,,,
9413,SO_RS00760,424.6791,-0.0330011,0.08441596,-0.3909344,0.6958457,0.9212084,SBM_025_logFC,NC_004347.2,RefSeq,gene,171350,172276,.,+,.,gspC,Gene,protein_coding,SO_RS00760,SO_0165,,,
9414,SO_RS04620,594.3369,0.03371426,0.08660104,0.3893055,0.6970502,0.9219848,SBM_025_logFC,NC_004347.2,RefSeq,gene,1015101,1016765,.,+,.,SO_RS04620,Gene,protein_coding,SO_RS04620,SO_0987,,,
9415,SO_RS01105,2196.917,0.1762636,0.4586779,0.3842863,0.7007663,0.9219958,SBM_025_logFC,NC_004347.2,RefSeq,gene,246568,247173,.,+,.,rplD,Gene,protein_coding,SO_RS01105,SO_0232,,,
9416,SO_RS05105,1037.593,-0.06871579,0.1784366,-0.3850992,0.7001639,0.9219958,SBM_025_logFC,NC_004347.2,RefSeq,gene,1146236,1147570,.,+,.,SO_RS05105,Gene,protein_coding,SO_RS05105,SO_1103,,,
9417,SO_RS05605,538.6352,0.060301,0.156593,0.385081,0.7001774,0.9219958,SBM_025_logFC,NC_004347.2,RefSeq,gene,1246441,1247940,.,+,.,nusA,Gene,protein_coding,SO_RS05605,SO_1203,,,
9418,SO_RS06295,291.4127,0.03534219,0.09156525,0.3859782,0.6995128,0.9219958,SBM_025_logFC,NC_004347.2,RefSeq,gene,1411847,1413220,.,+,.,ffh,Gene,protein_coding,SO_RS06295,SO_1356,,,
9419,SO_RS18920,329.4159,0.03182277,0.08204705,0.38786,0.6981197,0.9219958,SBM_025_logFC,NC_004347.2,RefSeq,gene,4231902,4233245,.,-,.,pmbA,Gene,protein_coding,SO_RS18920,SO_4078,,,
9420,SO_RS22875,612.5188,0.03800762,0.09887244,0.3844107,0.7006741,0.9219958,SBM_025_logFC,NC_004349.1,RefSeq,gene,148058,148897,.,-,.,fghA,Gene,protein_coding,SO_RS22875,SO_A0160,,,
9421,SO_RS08690,373.3407,0.05105195,0.1334643,0.382514,0.7020801,0.9226353,SBM_025_logFC,NC_004347.2,RefSeq,gene,1975530,1976627,.,+,.,bamC,Gene,protein_coding,SO_RS08690,SO_1880,,,
9422,SO_RS17880,542.3283,-0.03315775,0.08699876,-0.381129,0.7031075,0.9226353,SBM_025_logFC,NC_004347.2,RefSeq,gene,3987655,3989517,.,-,.,SO_RS17880,Gene,protein_coding,SO_RS17880,SO_3838,,,
9423,SO_RS20620,182.2938,0.04202202,0.1102294,0.3812233,0.7030376,0.9226353,SBM_025_logFC,NC_004347.2,RefSeq,gene,4632043,4632681,.,-,.,SO_RS20620,Gene,protein_coding,SO_RS20620,SO_4444,,,
9424,SO_RS01200,5114.724,0.1499439,0.3967853,0.3778968,0.7055072,0.9226815,SBM_025_logFC,NC_004347.2,RefSeq,gene,254733,256073,.,+,.,secY,Gene,protein_coding,SO_RS01200,SO_0251,,,
9425,SO_RS02810,162.1901,-0.03692401,0.09761576,-0.3782587,0.7052384,0.9226815,SBM_025_logFC,NC_004347.2,RefSeq,gene,619424,619969,.,+,.,orn,Gene,protein_coding,SO_RS02810,SO_0592,,,
9426,SO_RS08035,197.4357,0.03422347,0.09033442,0.3788531,0.704797,0.9226815,SBM_025_logFC,NC_004347.2,RefSeq,gene,1831712,1835269,.,+,.,SO_RS08035,Gene,protein_coding,SO_RS08035,SO_1751,,,
9427,SO_RS12955,828.8879,-0.01872822,0.04957836,-0.3777499,0.7056164,0.9226815,SBM_025_logFC,NC_004347.2,RefSeq,gene,2917165,2920374,.,+,.,SO_RS12955,Gene,protein_coding,SO_RS12955,SO_2796,,,
9428,SO_RS00800,150.8524,-0.03040184,0.08135736,-0.3736827,0.7086404,0.9227233,SBM_025_logFC,NC_004347.2,RefSeq,gene,179387,180385,.,+,.,gspK,Gene,protein_coding,SO_RS00800,SO_0173,,,
9429,SO_RS01225,6211.553,0.1454732,0.3903045,0.3727171,0.709359,0.9227233,SBM_025_logFC,NC_004347.2,RefSeq,gene,257763,258752,.,+,.,rpoA,Gene,protein_coding,SO_RS01225,SO_0256,,,
9430,SO_RS05965,526.6816,0.1259518,0.3374998,0.3731906,0.7090066,0.9227233,SBM_025_logFC,NC_004347.2,RefSeq,gene,1337558,1339282,.,-,.,SO_RS05965,Gene,protein_coding,SO_RS05965,SO_1286,,,
9431,SO_RS06225,650.5581,-0.06413707,0.1703047,-0.3766019,0.7064695,0.9227233,SBM_025_logFC,NC_004347.2,RefSeq,gene,1399199,1399777,.,+,.,rpoE,Gene,protein_coding,SO_RS06225,SO_1342,,,
9432,SO_RS06505,149.3453,0.03032752,0.08113579,0.3737872,0.7085627,0.9227233,SBM_025_logFC,NC_004347.2,RefSeq,gene,1456246,1457820,.,+,.,SO_RS06505,Gene,protein_coding,SO_RS06505,SO_1401,,,
9433,SO_RS19035,1153.677,-0.02704075,0.07208157,-0.3751409,0.7075557,0.9227233,SBM_025_logFC,NC_004347.2,RefSeq,gene,4264404,4265021,.,-,.,SO_RS19035,Gene,protein_coding,SO_RS19035,SO_4106,,,
9434,SO_RS00075,157.4817,0.07181626,0.1949098,0.3684589,0.7125311,0.9243044,SBM_025_logFC,NC_004347.2,RefSeq,gene,17256,18161,.,-,.,glyQ,Gene,protein_coding,SO_RS00075,SO_0015,,,
9435,SO_RS07145,425.0622,0.02712779,0.07373782,0.3678953,0.7129513,0.9243044,SBM_025_logFC,NC_004347.2,RefSeq,gene,1613194,1616010,.,+,.,SO_RS07145,Gene,protein_coding,SO_RS07145,SO_1539,,,
9436,SO_RS11165,153.5394,0.03452335,0.0938748,0.3677595,0.7130526,0.9243044,SBM_025_logFC,NC_004347.2,RefSeq,gene,2546491,2547222,.,+,.,cmoA,Gene,protein_coding,SO_RS11165,SO_2435,,,
9437,SO_RS18375,273.6279,0.06998594,0.1895997,0.3691247,0.7120347,0.9243044,SBM_025_logFC,NC_004347.2,RefSeq,gene,4093450,4094709,.,-,.,murA,Gene,protein_coding,SO_RS18375,SO_3948,,,
9438,SO_RS12205,146.9978,-0.04329052,0.1181589,-0.3663755,0.7140849,0.9248391,SBM_025_logFC,NC_004347.2,RefSeq,gene,2785220,2785882,.,+,.,SO_RS12205,Gene,protein_coding,SO_RS12205,SO_2648,,,
9439,SO_RS12895,220.2243,-0.0281216,0.07724172,-0.3640727,0.7158038,0.9262612,SBM_025_logFC,NC_004347.2,RefSeq,gene,2904519,2905478,.,-,.,rluC,Gene,protein_coding,SO_RS12895,SO_2784,,,
9440,SO_RS08550,260.7867,-0.03002348,0.08326078,-0.3605958,0.7184016,0.9277491,SBM_025_logFC,NC_004347.2,RefSeq,gene,1947500,1948015,.,-,.,fabA,Gene,protein_coding,SO_RS08550,SO_1856,,,
9441,SO_RS11975,566.1191,0.03137233,0.08708041,0.3602685,0.7186464,0.9277491,SBM_025_logFC,NC_004347.2,RefSeq,gene,2733645,2736194,.,-,.,pepN,Gene,protein_coding,SO_RS11975,SO_2600,,,
9442,SO_RS15170,382.3157,-0.03760259,0.1044407,-0.3600376,0.718819,0.9277491,SBM_025_logFC,NC_004347.2,RefSeq,gene,3388844,3389683,.,-,.,SO_RS15170,Gene,protein_coding,SO_RS15170,SO_3251,,,
9443,SO_RS18240,231.7911,-0.05050148,0.1426948,-0.3539125,0.7234045,0.9328604,SBM_025_logFC,NC_004347.2,RefSeq,gene,4064980,4067178,.,+,.,SO_RS18240,Gene,protein_coding,SO_RS18240,SO_3918,,,
9444,SO_RS05875,233.1243,0.04494519,0.1275582,0.3523505,0.7245754,0.9335635,SBM_025_logFC,NC_004347.2,RefSeq,gene,1314365,1315126,.,+,.,SO_RS05875,Gene,protein_coding,SO_RS05875,SO_1267,,,
9445,SO_RS11875,149.4004,-0.04099502,0.1169914,-0.3504105,0.7260306,0.9344542,SBM_025_logFC,NC_004347.2,RefSeq,gene,2706710,2707819,.,-,.,rnd,Gene,protein_coding,SO_RS11875,SO_2580,,,
9446,SO_RS20110,236.9316,-0.03372205,0.09641502,-0.3497593,0.7265193,0.9344542,SBM_025_logFC,NC_004347.2,RefSeq,gene,4519566,4522655,.,+,.,SO_RS20110,Gene,protein_coding,SO_RS20110,SO_4328,,,
9447,SO_RS00135,559.4288,0.04568864,0.1312228,0.3481761,0.7277079,0.9346665,SBM_025_logFC,NC_004347.2,RefSeq,gene,31656,32210,.,+,.,hemG,Gene,protein_coding,SO_RS00135,SO_0027,,,
9448,SO_RS09995,163.3453,-0.02655715,0.07634202,-0.3478707,0.7279373,0.9346665,SBM_025_logFC,NC_004347.2,RefSeq,gene,2286172,2287962,.,-,.,SO_RS09995,Gene,protein_coding,SO_RS09995,SO_2175,,,
9449,SO_RS01215,2684.033,0.1240158,0.3587868,0.3456531,0.7296034,0.9360002,SBM_025_logFC,NC_004347.2,RefSeq,gene,256694,257086,.,+,.,rpsK,Gene,protein_coding,SO_RS01215,SO_0254,,,
9450,SO_RS00330,226.9817,0.03183726,0.09243562,0.3444263,0.7305257,0.9363783,SBM_025_logFC,NC_004347.2,RefSeq,gene,71134,71667,.,+,.,mog,Gene,protein_coding,SO_RS00330,SO_0065,,,
9451,SO_RS02945,172.0974,0.03658386,0.1073881,0.3406696,0.7333523,0.9391946,SBM_025_logFC,NC_004347.2,RefSeq,gene,645826,647289,.,+,.,astD,Gene,protein_coding,SO_RS02945,SO_0619,,,
9452,SO_RS04370,268.9205,-0.02378338,0.07050677,-0.3373205,0.7358753,0.9400051,SBM_025_logFC,NC_004347.2,RefSeq,gene,961739,962755,.,+,.,epd,Gene,protein_coding,SO_RS04370,SO_0931,,,
9453,SO_RS22050,255.3433,0.04319807,0.1275541,0.3386647,0.7348623,0.9400051,SBM_025_logFC,NC_004347.2,RefSeq,gene,4951376,4953205,.,-,.,glmS,Gene,protein_coding,SO_RS22050,SO_4741,,,
9454,SO_RS22345,4006.863,0.06159635,0.182503,0.3375087,0.7357335,0.9400051,SBM_025_logFC,NC_004349.1,RefSeq,gene,38327,38530,.,-,.,SO_RS22345,Gene,protein_coding,SO_RS22345,SO_A0177,,,
9455,SO_RS01160,3391.47,-0.09144801,0.2730861,-0.3348688,0.7377241,0.9407558,SBM_025_logFC,NC_004347.2,RefSeq,gene,251405,251944,.,+,.,rplE,Gene,protein_coding,SO_RS01160,SO_0243,,,
9456,SO_RS13395,211.2916,0.04366328,0.13016,0.3354584,0.7372793,0.9407558,SBM_025_logFC,NC_004347.2,RefSeq,gene,3011325,3013934,.,+,.,SO_RS13395,Gene,protein_coding,SO_RS13395,SO_2889,,,
9457,SO_RS01080,2628.741,0.1091827,0.3312929,0.3295656,0.7417282,0.9434332,SBM_025_logFC,NC_004347.2,RefSeq,gene,241340,241810,.,+,.,rpsG,Gene,protein_coding,SO_RS01080,SO_0227,,,
9458,SO_RS01960,436.4819,-0.06758541,0.2135314,-0.3165127,0.7516134,0.9434332,SBM_025_logFC,NC_004347.2,RefSeq,gene,423252,423578,.,-,.,trxA,Gene,protein_coding,SO_RS01960,SO_0406,,,
9459,SO_RS03330,446.7465,0.1855913,0.5654319,0.3282292,0.7427383,0.9434332,SBM_025_logFC,NC_004347.2,RefSeq,gene,720670,720960,.,+,.,SO_RS03330,Gene,protein_coding,SO_RS03330,SO_0703,,,
9460,SO_RS03790,309.5024,0.02405277,0.07364068,0.3266233,0.7439528,0.9434332,SBM_025_logFC,NC_004347.2,RefSeq,gene,817032,817457,.,-,.,SO_RS03790,Gene,protein_coding,SO_RS03790,SO_0805,,,
9461,SO_RS05565,1851.585,0.03123478,0.0978722,0.3191384,0.7496215,0.9434332,SBM_025_logFC,NC_004347.2,RefSeq,gene,1239841,1241814,.,+,.,ftsH,Gene,protein_coding,SO_RS05565,SO_1197,,,
9462,SO_RS06155,231.3471,0.0324842,0.1020215,0.3184055,0.7501774,0.9434332,SBM_025_logFC,NC_004347.2,RefSeq,gene,1385067,1385996,.,+,.,SO_RS06155,Gene,protein_coding,SO_RS06155,SO_1328,,,
9463,SO_RS06220,380.9256,0.02063738,0.06489687,0.3180027,0.7504829,0.9434332,SBM_025_logFC,NC_004347.2,RefSeq,gene,1397396,1399009,.,-,.,nadB,Gene,protein_coding,SO_RS06220,SO_1341,,,
9464,SO_RS06840,184.3104,-0.02888181,0.09087019,-0.3178359,0.7506094,0.9434332,SBM_025_logFC,NC_004347.2,RefSeq,gene,1536629,1537876,.,-,.,SO_RS06840,Gene,protein_coding,SO_RS06840,SO_1471,,,
9465,SO_RS08905,1378.978,0.08324049,0.2543404,0.3272799,0.7434562,0.9434332,SBM_025_logFC,NC_004347.2,RefSeq,gene,2031618,2033384,.,+,.,sdhA,Gene,protein_coding,SO_RS08905,SO_1928,,,
9466,SO_RS10340,262.2776,-0.02497289,0.0772044,-0.3234646,0.7463434,0.9434332,SBM_025_logFC,NC_004347.2,RefSeq,gene,2366853,2367851,.,-,.,SO_RS10340,Gene,protein_coding,SO_RS10340,SO_2254,,,
9467,SO_RS11025,248.983,-0.02110773,0.06492531,-0.3251079,0.7450994,0.9434332,SBM_025_logFC,NC_004347.2,RefSeq,gene,2507740,2509020,.,-,.,aroA,Gene,protein_coding,SO_RS11025,SO_2404,,,
9468,SO_RS15675,544.1432,0.02745147,0.0847986,0.3237255,0.7461459,0.9434332,SBM_025_logFC,NC_004347.2,RefSeq,gene,3506068,3507006,.,-,.,SO_RS15675,Gene,protein_coding,SO_RS15675,SO_3363,,,
9469,SO_RS15840,244.3012,-0.03902569,0.121026,-0.3224572,0.7471064,0.9434332,SBM_025_logFC,NC_004347.2,RefSeq,gene,3535397,3535621,.,-,.,SO_RS15840,Gene,protein_coding,SO_RS15840,SO_3395,,,
9470,SO_RS16015,749.0952,0.02248753,0.07111425,0.3162169,0.7518379,0.9434332,SBM_025_logFC,NC_004347.2,RefSeq,gene,3568493,3569749,.,-,.,SO_RS16015,Gene,protein_coding,SO_RS16015,SO_3427,,,
9471,SO_RS17175,2020.039,0.03326589,0.1034608,0.3215314,0.7478077,0.9434332,SBM_025_logFC,NC_004347.2,RefSeq,gene,3832763,3833161,.,-,.,SO_RS17175,Gene,protein_coding,SO_RS17175,SO_3682,,,
9472,SO_RS17575,348.7144,-0.04217433,0.1283518,-0.3285839,0.7424702,0.9434332,SBM_025_logFC,NC_004347.2,RefSeq,gene,3920002,3921291,.,+,.,SO_RS17575,Gene,protein_coding,SO_RS17575,SO_3771,,,
9473,SO_RS18440,745.7106,0.01536782,0.04812963,0.3193006,0.7494986,0.9434332,SBM_025_logFC,NC_004347.2,RefSeq,gene,4102113,4103588,.,+,.,SO_RS18440,Gene,protein_coding,SO_RS18440,SO_3961,,,
9474,SO_RS21175,176.3174,0.06322332,0.1945043,0.3250485,0.7451444,0.9434332,SBM_025_logFC,NC_004347.2,RefSeq,gene,4755749,4756099,.,+,.,SO_RS21175,Gene,protein_coding,SO_RS21175,SO_4558,,,
9475,SO_RS22405,322.9334,-0.02807454,0.08596774,-0.3265706,0.7439926,0.9434332,SBM_025_logFC,NC_004349.1,RefSeq,gene,49745,50431,.,+,.,SO_RS22405,Gene,protein_coding,SO_RS22405,SO_A0061,,,
9476,SO_RS18635,199.475,0.02332835,0.0740522,0.3150257,0.7527421,0.9437742,SBM_025_logFC,NC_004347.2,RefSeq,gene,4149710,4153381,.,-,.,SO_RS18635,Gene,protein_coding,SO_RS18635,SO_4008,,,
9477,SO_RS01820,391.1323,-0.02441596,0.07838706,-0.3114795,0.7554362,0.9452783,SBM_025_logFC,NC_004347.2,RefSeq,gene,391526,394627,.,-,.,SO_RS01820,Gene,protein_coding,SO_RS01820,SO_0380,,,
9478,SO_RS06960,163.942,-0.02636814,0.08480005,-0.3109449,0.7558425,0.9452783,SBM_025_logFC,NC_004347.2,RefSeq,gene,1570428,1573451,.,+,.,SO_RS06960,Gene,protein_coding,SO_RS06960,SO_1500,,,
9479,SO_RS14890,216.6879,-0.02963954,0.09518971,-0.3113734,0.7555168,0.9452783,SBM_025_logFC,NC_004347.2,RefSeq,gene,3330782,3331135,.,-,.,SO_RS14890,Gene,protein_coding,SO_RS14890,SO_3192,,,
9480,SO_RS02905,771.162,-0.0256373,0.08327058,-0.3078794,0.7581741,0.9474001,SBM_025_logFC,NC_004347.2,RefSeq,gene,636395,637024,.,+,.,sspA,Gene,protein_coding,SO_RS02905,SO_0611,,,
9481,SO_RS06190,232.5253,0.03540077,0.1163043,0.3043806,0.760838,0.9474536,SBM_025_logFC,NC_004347.2,RefSeq,gene,1393069,1393863,.,+,.,thyA,Gene,protein_coding,SO_RS06190,SO_1335,,,
9482,SO_RS08380,173.5487,0.04662047,0.1535901,0.3035382,0.7614797,0.9474536,SBM_025_logFC,NC_004347.2,RefSeq,gene,1912704,1913900,.,+,.,SO_RS08380,Gene,protein_coding,SO_RS08380,SO_1821,,,
9483,SO_RS08930,987.1342,0.07726771,0.2537378,0.3045179,0.7607334,0.9474536,SBM_025_logFC,NC_004347.2,RefSeq,gene,2039665,2040537,.,+,.,sucD,Gene,protein_coding,SO_RS08930,SO_1933,,,
9484,SO_RS10705,312.5013,-0.01904018,0.06264984,-0.3039142,0.7611932,0.9474536,SBM_025_logFC,NC_004347.2,RefSeq,gene,2442036,2442587,.,+,.,seqA,Gene,protein_coding,SO_RS10705,SO_2335,,,
9485,SO_RS10755,181.3839,-0.0285646,0.09403522,-0.3037649,0.761307,0.9474536,SBM_025_logFC,NC_004347.2,RefSeq,gene,2454033,2454911,.,-,.,SO_RS10755,Gene,protein_coding,SO_RS10755,SO_2346,,,
9486,SO_RS18965,148.1945,0.02832483,0.09353683,0.3028201,0.762027,0.9474536,SBM_025_logFC,NC_004347.2,RefSeq,gene,4245777,4247225,.,-,.,tldD,Gene,protein_coding,SO_RS18965,SO_4091,,,
9487,SO_RS19085,448.2244,0.03048878,0.1016031,0.3000772,0.7641182,0.9492626,SBM_025_logFC,NC_004347.2,RefSeq,gene,4274071,4274949,.,-,.,SO_RS19085,Gene,protein_coding,SO_RS19085,SO_4115,,,
9488,SO_RS07200,163.7542,-0.0242685,0.08155648,-0.2975668,0.7660339,0.9501531,SBM_025_logFC,NC_004347.2,RefSeq,gene,1627806,1629968,.,-,.,SO_RS07200,Gene,protein_coding,SO_RS07200,SO_1552,,,
9489,SO_RS16585,507.5909,0.03764878,0.1265638,0.2974687,0.7661087,0.9501531,SBM_025_logFC,NC_004347.2,RefSeq,gene,3706208,3706744,.,-,.,SO_RS16585,Gene,protein_coding,SO_RS16585,SO_3549,,,
9490,SO_RS20065,448.5423,0.02081475,0.07054956,0.2950372,0.7679655,0.9516649,SBM_025_logFC,NC_004347.2,RefSeq,gene,4509908,4511827,.,+,.,SO_RS20065,Gene,protein_coding,SO_RS20065,SO_4323,,,
9491,SO_RS01260,379.909,0.03124217,0.1161272,0.2690341,0.7879034,0.9539994,SBM_025_logFC,NC_004347.2,RefSeq,gene,262669,263319,.,-,.,ccmA,Gene,protein_coding,SO_RS01260,SO_0263,,,
9492,SO_RS01895,272.0315,-0.06574986,0.2368374,-0.277616,0.7813071,0.9539994,SBM_025_logFC,NC_004347.2,RefSeq,gene,407220,408188,.,-,.,dusB,Gene,protein_coding,SO_RS01895,SO_0394,,,
9493,SO_RS02005,230.3334,0.01976794,0.07185778,0.2750981,0.7832409,0.9539994,SBM_025_logFC,NC_004347.2,RefSeq,gene,430085,431356,.,-,.,SO_RS02005,Gene,protein_coding,SO_RS02005,SO_0415,,,
9494,SO_RS04920,155.6779,-0.03480392,0.1239158,-0.2808676,0.778812,0.9539994,SBM_025_logFC,NC_004347.2,RefSeq,gene,1097332,1099965,.,-,.,pepN,Gene,protein_coding,SO_RS04920,SO_1059,,,
9495,SO_RS05620,192.8902,0.02797756,0.1006307,0.278022,0.7809954,0.9539994,SBM_025_logFC,NC_004347.2,RefSeq,gene,1251130,1252083,.,+,.,truB,Gene,protein_coding,SO_RS05620,SO_1206,,,
9496,SO_RS05655,1705.7,0.02562829,0.09124497,0.2808734,0.7788075,0.9539994,SBM_025_logFC,NC_004347.2,RefSeq,gene,1260900,1262198,.,+,.,SO_RS05655,Gene,protein_coding,SO_RS05655,SO_1214,,,
